date_key,day,month,year,weekend,season_canada,season_international
1718,13,5,87 ,no,spring,spring
1719,17,11,87,no,fall,fall
1720,17,11,87 ,no,fall,fall
1721,23,3,87,no,spring,spring
1722,23,3,87 ,no,spring,spring
1723,27,7,09,no,summer,summer
1724,19,4,11,no,spring,spring
1725,17,6,11 ,no,spring,spring
1726,15,2,11,no,winter,winter
1727,25,2,11 ,no,winter,winter
1728,15,5,11,yes,spring,spring
1729,22,5,11 ,yes,spring,spring
1730,15,6,11,no,spring,spring
1731,16,6,11 ,no,spring,spring
1732,17,4,11,yes,spring,spring
1733,22,6,11 ,no,summer,summer
1734,12,6,11,yes,spring,spring
1735,14,6,11 ,no,spring,spring
1736,2,6,11,no,spring,spring
1737,9,7,11 ,yes,summer,summer
1738,9,6,11 ,no,summer,summer
1739,10,5,11,no,spring,spring
1740,28,5,11 ,yes,spring,spring
1741,17,6,11,no,spring,spring
1742,28,6,11 ,no,summer,summer
1743,29,5,11,yes,spring,spring
1744,31,5,11 ,no,spring,spring
1745,7,11,10,yes,fall,fall
1746,4,9,10,yes,fall,fall
1747,4,9,10 ,yes,fall,fall
1748,2,2,03,yes,winter,winter
1749,2,2,03 ,yes,winter,winter
1750,13,12,08,yes,fall,fall
1751,13,12,08 ,yes,fall,fall
1752,21,6,11,no,summer,summer
1753,27,6,11 ,no,summer,summer
1754,6,7,11,no,summer,summer
1755,25,7,11 ,no,summer,summer
1756,12,7,11,no,summer,summer
1757,14,7,11 ,no,summer,summer
1758,20,8,11,yes,summer,summer
1759,20,8,11 ,yes,summer,summer
1760,21,8,11,yes,summer,summer
1761,22,8,11 ,no,summer,summer
1762,24,9,10,no,fall,fall
1763,25,9,10 ,yes,fall,fall
1764,20,11,09,no,fall,fall
1765,20,11,09 ,no,fall,fall
1766,28,8,11,yes,summer,summer
1767,30,8,11 ,no,summer,summer
1768,23,3,12,no,spring,spring
1769,25,3,12 ,yes,spring,spring
1770,24,3,12,yes,spring,spring
1771,1,4,12 ,yes,spring,spring
1772,19,8,05,no,summer,summer
1773,19,8,05 ,no,summer,summer
1774,11,7,12,no,summer,summer
1775,20,7,12 ,no,summer,summer
1776,13,3,89,no,winter,winter
1777,13,3,89 ,no,winter,winter
1778,11,3,11,no,winter,winter
1779,11,3,11 ,no,winter,winter
1780,23,6,12,yes,summer,summer
1781,25,6,12 ,no,summer,summer
1782,2,10,12,no,fall,fall
1783,3,10,12 ,no,fall,fall
1784,23,6,12 ,yes,summer,summer
1785,9,9,12,yes,fall,fall
1786,12,9,12 ,no,summer,summer
1787,20,5,12,yes,spring,spring
1788,29,5,12 ,no,spring,spring
1789,28,5,12,no,spring,spring
1790,28,5,12 ,no,spring,spring
1791,31,7,12,no,summer,summer
1792,10,10,12 ,no,fall,fall
1793,8,7,13,no,summer,summer
1794,8,7,13 ,no,summer,summer
1795,6,7,13,yes,summer,summer
1796,28,07,13 ,yes,winter,winter
1797,6,6,12,no,summer,summer
1798,27,5,13,no,spring,spring
1799,31,5,13 ,no,spring,spring
1800,19,6,13,no,spring,spring
1801,28,6,13 ,no,summer,summer
1802,24,5,12,no,spring,spring
1803,7,6,12 ,no,summer,summer
1804,12,7,10,no,summer,summer
1805,12,7,10 ,no,summer,summer
1806,19,10,13,yes,fall,fall
1807,22,10,13 ,no,fall,fall
1808,24,6,12,yes,summer,summer
1809,23,7,12,no,summer,summer
1810,1,8,12 ,no,summer,summer
1811,10,9,12,no,summer,summer
1812,11,9,12 ,no,summer,summer
1813,6,8,12 ,no,summer,summer
1814,1,7,14,no,summer,summer
1815,30,9,14 ,no,fall,fall
1816,1,6,14,yes,spring,spring
1817,18,9,14 ,no,summer,summer
1818,21,6,13 ,no,summer,summer
1819,26,2,12,yes,winter,winter
1820,27,2,12 ,no,winter,winter
1821,4,8,14,no,summer,summer
1822,12,8,14 ,no,summer,summer
1823,22,10,14,no,fall,fall
1824,22,10,14 ,no,fall,fall
1825,23,1,14,no,winter,winter
1826,1,2,14 ,yes,winter,winter
1827,15,4,14,no,spring,spring
1828,2,5,14 ,no,spring,spring
1829,20,10,14,no,fall,fall
1830,21,10,14 ,no,fall,fall
1831,21,12,13,yes,winter,winter
1832,26,12,13 ,no,winter,winter
1833,01,01,14 ,no,winter,winter
1834,04,01,98,yes,winter,winter
1835,10,01,98 ,yes,winter,winter
1836,29,4,13,no,spring,spring
1837,03,07,13 ,no,winter,winter
1838,5,7,14,yes,summer,summer
1839,6,7,14 ,yes,summer,summer
1840,20,12,13,no,fall,fall
1841,3,1,14 ,no,winter,winter
1842,14,4,14,no,spring,spring
1843,1,5,14 ,no,spring,spring
1844,25,6,14,no,summer,summer
1845,14,07,14 ,no,winter,winter
1846,14,7,14 ,no,summer,summer
1847,15,6,14,yes,spring,spring
1848,30,07,14 ,no,winter,winter
1849,1,7,15,no,summer,summer
1850,18,7,15 ,yes,summer,summer
1851,2,8,15,yes,summer,summer
1852,3,8,15 ,no,summer,summer
1853,17,4,15,no,spring,spring
1854,11,5,15 ,no,spring,spring
1855,7,3,15,yes,spring,spring
1856,9,3,15 ,no,spring,spring
1857,22,6,15,no,summer,summer
1858,23,6,15 ,no,summer,summer
1859,28,3,15,yes,spring,spring
1860,28,3,15 ,yes,spring,spring
1861,25,4,15,yes,spring,spring
1862,12,5,15 ,no,spring,spring
1863,15,2,15,yes,winter,winter
1864,17,2,15 ,no,winter,winter
1865,28,5,15,no,spring,spring
1866,29,5,15 ,no,spring,spring
1867,18,4,15,yes,spring,spring
1868,20,4,15 ,no,spring,spring
1869,16,2,15,no,winter,winter
1870,18,2,15 ,no,winter,winter
1871,9,5,15,yes,spring,spring
1872,11,9,15 ,no,summer,summer
1873,29,8,15,yes,summer,summer
1874,29,8,15 ,yes,summer,summer
1875,8,4,15,no,spring,spring
1876,8,4,15 ,no,spring,spring
1877,12,6,15,no,spring,spring
1878,12,6,15 ,no,spring,spring
1879,22,7,15,no,summer,summer
1880,22,7,15 ,no,summer,summer
1881,4,8,15,no,summer,summer
1882,5,8,15 ,no,summer,summer
1883,29,6,15,no,summer,summer
1884,12,7,15,yes,summer,summer
1885,12,7,15 ,yes,summer,summer
1886,29,9,16,no,fall,fall
1887,29,9,16 ,no,fall,fall
1888,27,11,16,yes,fall,fall
1889,29,11,16 ,no,fall,fall
1890,25,12,16,yes,winter,winter
1891,25,12,16 ,yes,winter,winter
1892,26,10,16,no,fall,fall
1893,21,12,16 ,no,winter,winter
1894,21,7,16,no,summer,summer
1895,21,7,16 ,no,summer,summer
1896,14,11,16,no,fall,fall
1897,18,11,16 ,no,fall,fall
1898,24,2,16,no,winter,winter
1899,26,2,16 ,no,winter,winter
1900,23,3,16,no,spring,spring
1901,26,3,16 ,yes,spring,spring
1902,8,7,16,no,summer,summer
1903,8,7,16 ,no,summer,summer
1904,29,3,16,no,spring,spring
1905,29,3,16 ,no,spring,spring
1906,28,3,16,no,spring,spring
1907,27,6,16,no,summer,summer
1908,28,6,16 ,no,summer,summer
1909,27,4,16,no,spring,spring
1910,30,4,16 ,yes,spring,spring
1911,9,10,16,yes,fall,fall
1912,13,10,16 ,no,fall,fall
1913,5,4,16,no,spring,spring
1914,5,4,16 ,no,spring,spring
1915,23,6,16,no,summer,summer
1916,27,6,16 ,no,summer,summer
1917,20,7,16,no,summer,summer
1918,20,7,16 ,no,summer,summer
1919,4,8,16,no,summer,summer
1920,4,8,16 ,no,summer,summer
1921,21,8,16,yes,summer,summer
1922,25,8,16 ,no,summer,summer
1923,3,7,16,yes,summer,summer
1924,6,7,16 ,no,summer,summer
1925,12,10,16,no,fall,fall
1926,16,10,16 ,yes,fall,fall
1927,6,10,16,no,fall,fall
1928,8,10,16 ,yes,fall,fall
1929,9,3,16,no,spring,spring
1930,10,3,16 ,no,winter,winter
1931,13,10,16,no,fall,fall
1932,15,6,16,no,spring,spring
1933,17,6,16 ,no,spring,spring
1934,24,6,16,no,summer,summer
1935,25,6,16 ,yes,summer,summer
1936,18,7,16,no,summer,summer
1937,11,7,16 ,no,summer,summer
1938,28,6,16,no,summer,summer
1939,30,6,16 ,no,summer,summer
1940,15,7,16,no,summer,summer
1941,16,7,16 ,yes,summer,summer
1942,18,4,16,no,spring,spring
1943,21,4,16 ,no,spring,spring
1944,30,7,16,yes,summer,summer
1945,31,7,16 ,yes,summer,summer
1946,30,4,16,yes,spring,spring
1947,1,6,16 ,no,spring,spring
